channel,campaign,impressions,clicks,conversions,cost,revenue,ctr,cvr,roas,cpa
Email,Campaign_4,7767,383,144,1399.955010269357,5825.816763957046,0.04931118836101455,0.37597911227154046,4.1614314183111745,9.7219097935372
Search,Campaign_0,9007,232,38,2633.5602192145434,6410.7414111372145,0.02575774397690685,0.16379310344827586,2.4342490307851063,69.30421629511956
Social,Campaign_1,7957,458,143,3193.324029701373,7518.760047404105,0.05755938167651125,0.31222707423580787,2.3545246199482075,22.330937270638973
Search,Campaign_2,4792,825,84,2310.5334102325332,2032.7757387261836,0.1721619365609349,0.10181818181818182,0.8797863427223085,27.50635012181587
Search,Campaign_3,3136,203,145,3372.519683414263,4215.3062560172475,0.06473214285714286,0.7142857142857143,1.249898192365705,23.258756437339745
Social,Campaign_4,7445,341,39,2850.472026314028,7721.032777565912,0.0458025520483546,0.11436950146627566,2.7086856865422573,73.0890263157443
Display,Campaign_0,7527,537,110,4582.819470322253,3152.667971908918,0.07134316460741331,0.2048417132216015,0.6879319581155636,41.66199518474776
Display,Campaign_1,7363,891,92,4997.418949328263,9707.27620018689,0.12101045769387478,0.10325476992143659,1.9424579565200775,54.319771188350686
Email,Campaign_2,1165,463,57,3785.8719029553663,9770.064139145841,0.39742489270386266,0.12311015118790497,2.5806642141058798,66.41880531500642
Email,Campaign_3,1434,719,198,892.2604819205462,5369.554818172913,0.50139470013947,0.2753824756606398,6.017922935032619,4.506366070305789
Search,Campaign_4,2968,634,73,1984.4966268639726,2172.60827796933,0.21361185983827494,0.11514195583596215,1.0947906126716997,27.184885299506472
Social,Campaign_0,2228,448,133,2847.623785294194,1167.2570435066955,0.20107719928186715,0.296875,0.4099056376529401,21.410705152587926
Social,Campaign_1,6104,143,51,1680.1629489587604,2063.9924830875175,0.023427260812581913,0.35664335664335667,1.2284478028554469,32.94437154821099
Email,Campaign_2,6043,106,39,4431.7613807489215,4387.776457644618,0.017540956478570246,0.36792452830188677,0.9900750696336293,113.6349071986903
Display,Campaign_3,2198,305,106,1384.1331366726995,4042.9100393637427,0.13876251137397635,0.3475409836065574,2.92089679254587,13.057859779931126
Email,Campaign_4,8579,245,59,1420.1003143829707,7955.233620462085,0.028558107005478495,0.24081632653061225,5.60188145857753,24.069496853948657
Search,Campaign_0,4406,524,198,4572.354386472836,6127.862738181563,0.11892873354516569,0.37786259541984735,1.3401985542307588,23.09269892157998
Email,Campaign_1,5966,737,62,3512.0440512944265,4949.144820619706,0.12353335568219913,0.08412483039348712,1.4091921252512791,56.64587179507139
Display,Campaign_2,6517,578,35,3275.1241374367296,2270.2820418125875,0.08869111554396195,0.06055363321799308,0.6931896155818448,93.57497535533513
Social,Campaign_3,4588,552,46,3680.389506502605,2303.9125762468975,0.12031386224934612,0.08333333333333333,0.6259969419476625,80.00846753266532
Search,Campaign_4,5822,886,157,1469.2480094820125,7850.486951427763,0.15218138096873926,0.17720090293453725,5.343200671883486,9.358267576318552
Display,Campaign_0,6391,852,106,3138.6467556775506,9448.950790630553,0.13331247066186824,0.12441314553990611,3.0105174382998623,29.609875053561797
Search,Campaign_1,8197,230,101,3602.1438977585085,3312.0102603160135,0.028059045992436256,0.4391304347826087,0.919455289494949,35.664791066915924
Social,Campaign_2,8338,127,164,1653.4633675818884,5757.814164966042,0.01523147037658911,1.2913385826771653,3.482275010051521,10.082093704767612
Email,Campaign_3,2227,492,66,4281.224477509839,8378.946270009264,0.2209250112258644,0.13414634146341464,1.9571378034545044,64.86703753802786
Email,Campaign_4,8387,847,66,2994.875806393865,8262.103883280733,0.10098962680338619,0.07792207792207792,2.7587467452378758,45.3769061574828
Social,Campaign_0,3582,307,38,2760.708752131718,6785.716819330364,0.08570630932439978,0.1237785016286645,2.457961860008117,72.65023031925574
Email,Campaign_1,8278,663,183,4376.618829778288,1386.3640477770057,0.08009180961584923,0.27601809954751133,0.3167660017235808,23.915949889498844
Email,Campaign_2,2492,315,15,1343.039257968536,2421.5281203470577,0.12640449438202248,0.047619047619047616,1.8030211000755332,89.53595053123574
Search,Campaign_3,4767,931,95,586.5819858261482,8564.208046123316,0.19530102790014683,0.10204081632653061,14.60018932231851,6.174547219222612
Email,Campaign_4,2154,258,44,3967.42478972715,8307.822607475957,0.11977715877437325,0.17054263565891473,2.0940088464909015,90.16874522107159
Email,Campaign_0,8833,625,139,1496.2647028157694,6999.405520196935,0.07075738707121024,0.2224,4.677919292639192,10.76449426486165
Social,Campaign_1,2664,960,103,1010.4455939550669,6194.970529648442,0.36036036036036034,0.10729166666666666,6.1309293312866115,9.81015139762201
Display,Campaign_2,4423,854,24,1640.0022183178148,3400.7663515173285,0.1930816188107619,0.02810304449648712,2.073635214350848,68.33342576324229
Social,Campaign_3,1184,274,40,1208.396545533833,6970.017483268869,0.23141891891891891,0.145985401459854,5.767988587049234,30.209913638345824
Social,Campaign_4,8278,273,147,1692.7701342246087,1966.870220057855,0.032978980430055566,0.5384615384615384,1.1619239850062695,11.515443089963325
Social,Campaign_0,6074,709,192,900.545677790932,9583.08459953309,0.11672703325650313,0.27080394922425954,10.641419792320484,4.690342071827771
Social,Campaign_1,8726,360,37,2665.701521940672,6165.44579073615,0.0412560165024066,0.10277777777777777,2.3128792702371306,72.04598707947763
Display,Campaign_2,6209,984,145,3623.663237016075,1661.0075678750413,0.15847962634884843,0.14735772357723578,0.4583780167283997,24.99078094493845
Social,Campaign_3,3765,750,103,4578.678441236814,8738.340107707347,0.199203187250996,0.13733333333333334,1.9084852146434867,44.453188749871984
Search,Campaign_4,2676,472,174,3854.399224723805,6088.226612798891,0.17638266068759342,0.3686440677966102,1.5795526767819843,22.15171968232072
Email,Campaign_0,7462,163,176,989.2334813683128,3030.307006445707,0.021844009648887698,1.0797546012269938,3.0632879532687984,5.620644780501777
Search,Campaign_1,1293,374,102,2908.1778501168974,1409.9142585472832,0.28924980665119876,0.2727272727272727,0.4848101908521895,28.51154755016566
Email,Campaign_2,5051,584,123,856.9496645843321,9861.01029123578,0.1156206691744209,0.2106164383561644,11.50710560814434,6.967070443775058
Display,Campaign_3,5983,300,95,3077.504442806664,5456.605917337033,0.05014206919605549,0.31666666666666665,1.7730619138800152,32.3947836084912
Display,Campaign_4,9092,219,175,2877.5762496237867,3016.2385150312775,0.024087109546854377,0.7990867579908676,1.0481871732940593,16.443292854993068
Social,Campaign_0,8769,414,158,529.3286019982959,6183.632485445048,0.047211768730756075,0.38164251207729466,11.682029767711201,3.35018102530567
Display,Campaign_1,4869,813,23,3892.159759890652,2738.805217222787,0.16697473813924832,0.028290282902829027,0.7036723531872012,169.22433738655008
Email,Campaign_2,4796,850,119,3386.4127448419913,3365.414390480158,0.17723102585487907,0.14,0.9937992336008608,28.45724995665539
Display,Campaign_3,6393,497,178,2541.897750778955,9323.840878368688,0.0777412795244799,0.358148893360161,3.668062916972735,14.280324442578399
Search,Campaign_4,9832,624,188,4635.350188682542,3737.723810077528,0.06346623270951994,0.30128205128205127,0.806351981605054,24.656118024907137
Email,Campaign_0,2506,769,64,2536.721492711199,5756.506645930644,0.3068635275339186,0.08322496749024708,2.269270261820583,39.636273323612485
Display,Campaign_1,9385,690,136,2574.964102415891,3635.932085924053,0.07352157698454981,0.19710144927536233,1.4120321454239837,18.933559576587434
Display,Campaign_2,8213,460,82,1232.133227956193,4751.958281144933,0.05600876658955315,0.1782608695652174,3.856691933409885,15.026014975075524
Display,Campaign_3,2146,177,68,3492.073536935985,6315.3757478596945,0.08247903075489282,0.384180790960452,1.8084887620668295,51.35402260199978
Email,Campaign_4,3737,749,113,1258.3063898637033,7857.647399297085,0.20042815092320043,0.15086782376502003,6.244621709461561,11.135454777554896
Social,Campaign_0,6630,800,118,1893.3690393228353,1072.6481772827722,0.12066365007541478,0.1475,0.5665288462023259,16.045500333244366
Display,Campaign_1,2345,688,83,3646.3604364771454,2924.8387648859252,0.2933901918976546,0.12063953488372094,0.8021255210062823,43.93205345153187
Display,Campaign_2,2365,329,59,1877.2606487650492,8228.017663309121,0.13911205073995772,0.17933130699088146,4.382991604667098,31.8179770977127
Search,Campaign_3,3482,769,27,3212.6969326423355,3382.0280150243157,0.2208500861573808,0.035110533159947985,1.0527068335209295,118.98877528304946
Social,Campaign_4,8075,209,59,4895.199948389685,2011.5980029749521,0.02588235294117647,0.2822966507177033,0.41093275538963087,82.96949065067263
Display,Campaign_0,9676,175,99,694.0321027665885,3988.207562379239,0.01808598594460521,0.5657142857142857,5.74643095972251,7.010425280470591
Display,Campaign_1,3199,592,195,2273.9355079053485,7119.087621037136,0.18505783057205377,0.3293918918918919,3.130734181460992,11.661207732847942
Social,Campaign_2,3170,981,125,4548.806879735213,6869.399762019577,0.3094637223974763,0.127420998980632,1.5101541884801768,36.39045503788171
Social,Campaign_3,3130,927,100,3154.406553387732,8641.437119561651,0.2961661341853035,0.10787486515641856,2.7394810951939674,31.54406553387732
Email,Campaign_4,6222,755,23,4737.9879367628255,9466.880941911204,0.1213436194149791,0.030463576158940398,1.9980804232227192,205.9994755114272
Email,Campaign_0,1089,538,41,4777.092569010595,7057.2069827466485,0.49403122130394855,0.0762081784386617,1.477301701986549,116.51445290269744
Display,Campaign_1,9942,772,134,4223.427143557318,8742.01228165634,0.07765037215851942,0.17357512953367876,2.0698858970473673,31.51811301162178
Search,Campaign_2,4185,592,31,2065.6370283883857,3364.184088092565,0.14145758661887695,0.052364864864864864,1.6286424196787896,66.6334525286576
Email,Campaign_3,9347,354,107,620.245036931883,4982.741005528798,0.037873114368246495,0.3022598870056497,8.033504032819883,5.796682588148439
Email,Campaign_4,9021,820,11,4792.126365600763,3861.007010271502,0.0908990134131471,0.013414634146341463,0.8056980796639465,435.6478514182512
Display,Campaign_0,2537,471,181,1418.3626393608995,7923.643672570489,0.18565234528971225,0.3842887473460722,5.586472353883211,7.836257676027069
Search,Campaign_1,3313,720,193,1591.6179736062254,7732.498755766998,0.2173256866888017,0.26805555555555555,4.858263027934402,8.246725251845728
Social,Campaign_2,2873,214,80,3496.5706537711217,4611.888752806319,0.07448659937347721,0.37383177570093457,1.3189748497809715,43.707133172139024
Search,Campaign_3,6184,469,44,3659.821139690007,6998.304756541054,0.07584087968952134,0.09381663113006397,1.9121985718498316,83.17775317477289
Display,Campaign_4,3295,111,56,4815.582637895221,1117.521373417642,0.03368740515933232,0.5045045045045045,0.23206358554072798,85.9925471052718
Search,Campaign_0,6955,371,100,3178.6993651381385,9159.189699958577,0.05334291876347951,0.2695417789757412,2.8814268503685754,31.786993651381387
Display,Campaign_1,4577,381,155,2481.484800128041,4805.405537475865,0.08324229844876557,0.4068241469816273,1.9365041193191723,16.00957935566478
Display,Campaign_2,9246,889,122,1059.7159905056137,9156.630140929621,0.09614968635085443,0.1372328458942632,8.640645439879409,8.686196643488637
Email,Campaign_3,2316,250,22,4358.346528989264,1409.8302763369063,0.1079447322970639,0.088,0.3234782427141831,198.1066604086029
Display,Campaign_4,9211,862,62,699.1918492572194,1751.9907789746392,0.0935837585495603,0.07192575406032482,2.5057368458111346,11.277287891245473
Search,Campaign_0,2007,959,57,4335.031017783599,5498.948063164625,0.4778276033881415,0.05943691345151199,1.268491053606373,76.05317575058946
Search,Campaign_1,4781,208,126,2013.4128225504535,2998.9854025453205,0.04350554277347835,0.6057692307692307,1.489503478350958,15.97946684563852
Email,Campaign_2,5820,556,177,4586.132036310353,7571.5982212435165,0.09553264604810996,0.3183453237410072,1.6509769368382683,25.910350487629113
Display,Campaign_3,7781,959,122,4327.802746284411,7145.992913970484,0.12324893972497108,0.12721584984358708,1.6511826746506872,35.47379300233124
Search,Campaign_4,6289,576,186,3645.1614240604176,6676.007903824517,0.09158848783590395,0.3229166666666667,1.8314711276594107,19.597642064840954
Social,Campaign_0,1208,843,193,596.0362248755226,8568.940095285492,0.6978476821192053,0.22894424673784106,14.376542461114752,3.088270595209962
Email,Campaign_1,3704,719,163,3612.495194025951,8619.22156443437,0.1941144708423326,0.2267037552155772,2.3859468598569027,22.162547202613197
Display,Campaign_2,3233,203,74,3028.212246872343,3436.6222444439163,0.06278997834828333,0.3645320197044335,1.1348683527693264,40.92178711989652
Social,Campaign_3,3326,199,70,1634.8247024889397,2987.7766060156223,0.05983162958508719,0.35175879396984927,1.8275822487064701,23.354638606984853
Search,Campaign_4,2416,514,168,3095.914036376876,7097.254281716085,0.21274834437086093,0.32684824902723736,2.2924584463016764,18.428059740338547
Social,Campaign_0,5926,856,110,4322.947085428523,1983.7799606609692,0.14444819439757003,0.12850467289719625,0.45889526784811946,39.29951895844112
Social,Campaign_1,2193,858,112,1447.932309019141,2820.2172808990017,0.3912448700410397,0.13053613053613053,1.9477549215056018,12.927967044813759
Email,Campaign_2,9294,493,102,2028.4175607568645,9009.166983776102,0.053044975252851304,0.20689655172413793,4.441475541364622,19.88644667408691
Social,Campaign_3,3156,986,89,897.3986989950622,6781.522013408966,0.31242078580481625,0.09026369168356999,7.556866330431665,10.083131449382721
Social,Campaign_4,1907,920,176,4002.6827928464686,2768.457672711609,0.4824331410592554,0.19130434782608696,0.6916505294047665,22.742515868445846
Display,Campaign_0,6026,399,112,947.0438246055497,7162.450970074535,0.06621307666777299,0.2807017543859649,7.562956205387586,8.455748433978123
Social,Campaign_1,1091,949,58,4603.957119926733,2680.195632822889,0.8698441796516957,0.06111696522655427,0.582150433422269,79.37857103321953
Display,Campaign_2,2841,500,17,2798.850020498108,6739.753746341598,0.17599436818021824,0.034,2.408043909813407,164.6382364998887
Search,Campaign_3,2097,164,47,1729.6353314219664,2952.748221947057,0.078206962327134,0.2865853658536585,1.7071507318941885,36.80075173238227
Email,Campaign_4,2880,894,76,815.1190140165306,7422.803084365421,0.3104166666666667,0.08501118568232663,9.106404042508185,10.725250184428035
Social,Campaign_0,3792,235,87,4180.05841024704,9839.936869886365,0.06197257383966245,0.3702127659574468,2.3540189882908424,48.04664839364414
Social,Campaign_1,5814,538,30,2265.2987760696897,5423.49790842961,0.09253525971792226,0.055762081784386616,2.3941644986183324,75.50995920232299
Display,Campaign_2,2716,950,56,4481.731232511257,6956.517782206472,0.34977908689248893,0.05894736842105263,1.5521943243143816,80.03091486627245
Display,Campaign_3,4911,431,42,3742.4820896467327,9993.832345390794,0.0877621665648544,0.09744779582366589,2.6703754636629804,89.1067164201603
Email,Campaign_4,8533,413,62,878.6944041440313,4613.1955663958815,0.04840032813781788,0.15012106537530268,5.250056839601438,14.17249038941986
Social,Campaign_0,4333,798,193,3974.5624676047296,8302.631392045207,0.1841680129240711,0.24185463659147868,2.0889422319354787,20.593587915050414
Search,Campaign_1,9743,369,157,4201.836107819269,1919.864189361249,0.03787334496561634,0.4254742547425474,0.45691077426569315,26.76328731095076
Email,Campaign_2,9527,332,194,950.8329999861219,1105.6288388216192,0.03484832581085336,0.5843373493975904,1.1628002381467162,4.901201030856298
Social,Campaign_3,1662,886,32,3516.1176789302253,9691.394142689003,0.53309265944645,0.03611738148984198,2.756276958750026,109.87867746656954
Search,Campaign_4,6011,245,96,1494.4146547380428,6469.044191170058,0.04075860921643653,0.39183673469387753,4.328814744060458,15.566819320187946
Social,Campaign_0,8998,270,70,2009.082778760877,4327.846547161602,0.03000666814847744,0.25925925925925924,2.154140482867932,28.701182553726817
Search,Campaign_1,9989,400,172,1131.8308103834759,5109.322585317814,0.04004404845329863,0.43,4.514210550238267,6.580411688276023
Social,Campaign_2,7243,326,71,697.0899384702104,1949.4742214847329,0.045008974181968794,0.21779141104294478,2.7965892403538715,9.818168147467752
Display,Campaign_3,4794,815,192,4358.779086323187,1256.0440415284465,0.17000417188151856,0.23558282208588957,0.288164189249603,22.701974407933264
Search,Campaign_4,8752,955,48,4697.97097089521,7809.1403583299325,0.10911791590493601,0.050261780104712044,1.6622368266447338,97.87439522698354
Display,Campaign_0,1255,938,186,3747.976699506157,5822.881138592143,0.747410358565737,0.19829424307036247,1.5536065470629474,20.150412362936326
Social,Campaign_1,9035,306,172,1239.6965496642981,9092.006921194725,0.033868289983397894,0.5620915032679739,7.334058422326643,7.2075380794435935
Search,Campaign_2,7770,658,199,504.1081379339131,6504.666915156134,0.08468468468468468,0.30243161094224924,12.90331662134142,2.5332067232859954
Display,Campaign_3,7385,666,192,2135.6021823925544,5213.589344651424,0.0901828029790115,0.2882882882882883,2.4412736546328793,11.122928033294555
Search,Campaign_4,6400,790,119,2953.912974011966,6367.536807026416,0.1234375,0.15063291139240506,2.1556277598720555,24.82279810094089
Search,Campaign_0,6471,143,155,2376.335544907521,6771.996477994123,0.02209859372585381,1.083916083916084,2.8497644166904323,15.331197063919491
Search,Campaign_1,2677,677,62,3504.0155577424375,4037.236864736123,0.25289503175196115,0.0915805022156573,1.1521743548813548,56.5163799635877
Email,Campaign_2,6070,457,44,1752.6352687684039,6676.5575177439405,0.07528830313014827,0.0962800875273523,3.809439212321472,39.832619744736455
Display,Campaign_3,5151,362,181,1804.7868923266647,4053.99593496564,0.0702776159968938,0.5,2.2462463309113345,9.971198300147318
Search,Campaign_4,7149,221,151,527.2724005018066,9170.419964250626,0.03091341446356134,0.6832579185520362,17.392186572866535,3.491870201998719
Search,Campaign_0,9599,275,27,3386.827837336013,3003.968087608176,0.02864881758516512,0.09818181818181818,0.8869562410267112,125.43806804948197
Display,Campaign_1,7186,272,41,4306.927430576918,3193.6868703648715,0.03785137767881993,0.15073529411764705,0.7415232603390008,105.04701050187604
Search,Campaign_2,6735,877,31,4623.0937003458,7661.277289227191,0.13021529324424647,0.03534777651083238,1.6571754296596108,149.13205484986452
Search,Campaign_3,2381,615,119,3142.2043123092653,7996.585324237406,0.25829483410331794,0.19349593495934958,2.544896680623726,26.40507825469971
Email,Campaign_4,2909,493,139,1362.4391062322643,5633.002407934392,0.1694740460639395,0.281947261663286,4.134498475687541,9.801720188721326
Social,Campaign_0,8096,223,79,2346.4467776911583,7162.366254642561,0.027544466403162056,0.3542600896860987,3.052430731750984,29.7018579454577
Email,Campaign_1,5248,856,185,2109.5795774959674,4016.5886982498273,0.16310975609756098,0.2161214953271028,1.9039759111706254,11.403132851329554
Display,Campaign_2,4409,607,176,757.8116582143247,3081.5513853699663,0.13767294171013836,0.2899505766062603,4.066381602826227,4.3057480580359355
Search,Campaign_3,7110,134,73,563.3721018642796,6781.9063162118655,0.018846694796061884,0.5447761194029851,12.03805849414545,7.717426052935337
Email,Campaign_4,4218,578,169,1897.4377363897124,5725.797434837729,0.13703176861071598,0.29238754325259514,3.017647074803257,11.227442227158061
Email,Campaign_0,6465,613,102,3691.847695247044,9025.930700355813,0.09481825212683681,0.16639477977161501,2.4448274808237542,36.19458524752004
Search,Campaign_1,2565,394,112,3429.2142578480984,5390.206047601781,0.15360623781676414,0.28426395939086296,1.5718487216906198,30.617984445072306
Display,Campaign_2,8461,306,124,3943.6906274003186,1979.918596601962,0.03616593783240752,0.40522875816993464,0.502047139003681,31.803956672583215
Social,Campaign_3,3993,962,78,4438.55940396056,8117.57117397415,0.24092161282243926,0.08108108108108109,1.8288751901643536,56.90460774308411
Display,Campaign_4,6288,534,175,4769.641676402986,4331.975786421446,0.08492366412213741,0.32771535580524347,0.9082392515675087,27.25509529373135
Search,Campaign_0,5593,241,145,4091.5491073284343,3260.7877134133196,0.04308957625603433,0.6016597510373444,0.7969567584005955,28.217580050540928
Search,Campaign_1,8391,954,77,682.5565125131541,5862.343680403337,0.11369324276010011,0.08071278825995808,8.588803378079788,8.864370292378624
Social,Campaign_2,5199,146,64,4858.693748927382,1945.9177126983038,0.028082323523754567,0.4383561643835616,0.400502236455609,75.91708982699035
Social,Campaign_3,4339,955,31,1916.275094696546,1477.5162199402926,0.22009679649688868,0.032460732984293195,0.7710355491387663,61.815325635372446
Search,Campaign_4,9504,905,159,4477.085695998094,6563.185507435499,0.09522306397306397,0.17569060773480663,1.4659503867219015,28.157771672943987
Display,Campaign_0,9181,961,67,1104.856390068503,1346.090598590821,0.10467269360636096,0.06971904266389178,1.2183398771919678,16.49039388161945
Social,Campaign_1,8615,849,76,3450.624351844932,6429.74997798746,0.09854904236796286,0.0895170789163722,1.8633584309314024,45.40295199795963
Search,Campaign_2,7286,846,57,1945.691301835417,3332.07482649734,0.11611309360417238,0.0673758865248227,1.7125403312201242,34.1349351199196
Social,Campaign_3,7337,446,42,4073.4065398196076,9689.445760124465,0.06078778792421971,0.09417040358744394,2.378708254480675,96.98586999570495
Display,Campaign_4,6241,182,171,1078.4337537537033,5634.783278643436,0.029161993270309244,0.9395604395604396,5.224969321509505,6.3066301389105455
Search,Campaign_0,1373,618,196,2785.7563055576916,7964.850834934759,0.45010924981791695,0.31715210355987056,2.8591340954858735,14.213042375294345
Display,Campaign_1,1833,686,170,4919.26495698886,4962.545308660013,0.37424986361156576,0.2478134110787172,1.0087981338776364,28.936852688169765
Email,Campaign_2,7180,527,113,3765.3104190143517,9465.551988764602,0.0733983286908078,0.2144212523719165,2.5138835674649123,33.321331141719924
Social,Campaign_3,3073,613,155,1071.929064751666,1185.3143071481861,0.19947933615359584,0.2528548123980424,1.1057768150197402,6.915671385494619
Social,Campaign_4,7216,557,147,3461.977755383252,9118.615121196694,0.07718957871396896,0.2639138240574506,2.6339323258266383,23.55086908423981
Search,Campaign_0,3968,574,109,3521.2850454353647,1907.8863864892169,0.14465725806451613,0.18989547038327526,0.5418153775884762,32.30536738931527
Search,Campaign_1,7538,276,182,4216.016009671054,1229.2840323049422,0.036614486601220485,0.6594202898550725,0.291574801776157,23.16492313006074
Email,Campaign_2,7663,947,96,1835.2931357246732,8533.714329976965,0.12358084301187525,0.10137275607180571,4.649782731632891,19.117636830465347
Search,Campaign_3,1948,501,15,1160.691463358159,5609.9840859326305,0.2571868583162218,0.029940119760479042,4.83331209286368,77.37943089054393
Social,Campaign_4,3504,375,147,4310.215364177866,1039.8854226957878,0.10702054794520548,0.392,0.24126066445269992,29.321192953590923
Display,Campaign_0,6347,354,128,2141.857908913059,1883.5493811080082,0.055774381597605165,0.3615819209039548,0.8793997833702535,16.733264913383273
Search,Campaign_1,3257,247,75,2476.737381797835,2204.113015569006,0.07583665950260976,0.30364372469635625,0.8899260098255012,33.023165090637804
Email,Campaign_2,2175,933,199,4819.222172199215,4415.96515909146,0.4289655172413793,0.2132904608788853,0.9163232159259984,24.217196845222183
Display,Campaign_3,6749,511,143,2563.210229824171,9344.53763209988,0.07571492072899688,0.27984344422700586,3.6456383964809973,17.92454706170749
Social,Campaign_4,2205,840,145,867.262496201399,4549.911510378697,0.38095238095238093,0.17261904761904762,5.246291094457864,5.981120663457924
Search,Campaign_0,5620,365,192,3474.625892260422,6703.343170814268,0.06494661921708185,0.5260273972602739,1.9292273121390344,18.09700985552303
Email,Campaign_1,6549,845,29,3725.505095121332,9871.14301958866,0.12902733241716294,0.03431952662721893,2.649612003622069,128.46569293521836
Search,Campaign_2,6551,113,61,2602.757328415966,3857.319410835478,0.017249274919859562,0.5398230088495575,1.4820126981192812,42.6681529248519
Social,Campaign_3,9871,537,176,3663.568186941619,7231.604330469879,0.05440178300070915,0.32774674115456237,1.973923770887117,20.815728334895564
Search,Campaign_4,6779,426,151,2282.3834393262614,8834.921628536817,0.06284112700988347,0.3544600938967136,3.8709190911167863,15.115122114743453
Social,Campaign_0,2258,878,21,4552.910920576447,3078.0723904956853,0.3888396811337467,0.023917995444191344,0.6760669040513467,216.80528193221176
Email,Campaign_1,2901,221,97,3967.684620856401,1970.1046594719207,0.07618062736987245,0.43891402714932126,0.4965376151914729,40.90396516346805
Email,Campaign_2,6042,399,112,1756.8944088467124,5576.676110937665,0.0660377358490566,0.2807017543859649,3.174166917975675,15.686557221845646
Social,Campaign_3,3987,713,64,2624.6826517533445,9466.082122409474,0.17883120140456485,0.08976157082748948,3.6065625366502605,41.01066643364601
Email,Campaign_4,1594,489,191,3749.8987969350915,8831.904942430006,0.3067754077791719,0.39059304703476483,2.355238213268208,19.632977994424564
Search,Campaign_0,2486,268,85,2903.786375082587,2954.222554452437,0.10780370072405471,0.31716417910447764,1.017369108073047,34.162192648030434
Email,Campaign_1,1101,344,50,2839.729069518985,9505.580500689703,0.31244323342415986,0.14534883720930233,3.3473547187020314,56.7945813903797
Display,Campaign_2,5280,883,105,4291.423491887612,4610.347049606835,0.1672348484848485,0.11891279728199321,1.0743164962213838,40.87069992273916
Social,Campaign_3,7834,114,13,3437.1640934388947,8695.562264970511,0.014551953025274445,0.11403508771929824,2.529865327514978,264.39723795683807
Search,Campaign_4,1986,569,199,4732.119806797726,1961.206347803452,0.2865055387713998,0.34973637961335674,0.4144456243449636,23.779496516571484
Email,Campaign_0,9715,100,140,1722.1376849245405,4713.112368640443,0.010293360782295419,1.4,2.7367802295360364,12.300983463746718
Search,Campaign_1,3668,391,12,948.7974336126733,5889.85055333042,0.10659760087241003,0.030690537084398978,6.207700763801631,79.06645280105612
Display,Campaign_2,4211,709,35,1336.9238385242986,6401.4982586633105,0.16836855853716456,0.04936530324400564,4.788229571648081,38.1978239578371
Email,Campaign_3,7564,498,56,1354.2246212012979,9048.177302773933,0.06583818085668958,0.11244979919678715,6.681444984176648,24.182582521451746
Email,Campaign_4,4966,874,143,2993.8944064384527,3886.1993357783876,0.17599677809101893,0.16361556064073227,1.2980415499695008,20.93632452054862
Social,Campaign_0,4249,700,26,2803.6427395154255,2194.4903098255736,0.16474464579901152,0.037142857142857144,0.7827282267086796,107.8324130582856
Email,Campaign_1,5044,602,124,3173.0887770771405,5254.608474358871,0.11934972244250595,0.2059800664451827,1.655991635758487,25.589425621589843
Social,Campaign_2,7097,103,146,1404.7543789076785,1810.6070178102477,0.014513174580808792,1.4174757281553398,1.288913595854498,9.6216053349841
Email,Campaign_3,6343,424,130,1576.775219990579,8590.627884299804,0.06684534132114142,0.30660377358490565,5.448226085358654,12.129040153773685
Search,Campaign_4,5042,201,124,756.3032227071685,5755.1229394314905,0.03986513288377628,0.6169154228855721,7.609544381988974,6.099219537961036
Display,Campaign_0,6936,588,102,613.9469206211157,3060.797452870902,0.0847750865051903,0.17346938775510204,4.9854431223050435,6.019087457069762
Display,Campaign_1,5682,963,88,2099.5293302103005,2176.053177035705,0.16948257655755017,0.09138110072689512,1.0364480961157803,23.858287843298868
Email,Campaign_2,6666,726,194,3858.4154629418576,6319.734985303142,0.10891089108910891,0.26721763085399447,1.6379094076314544,19.888739499700296
Search,Campaign_3,4532,679,16,3650.501410095946,7765.075473890204,0.1498234774933804,0.023564064801178203,2.127125729198421,228.15633813099663
Social,Campaign_4,3801,902,87,3493.8984614238016,4483.60432565964,0.23730597211260196,0.09645232815964523,1.2832669223685804,40.15975243015864
Display,Campaign_0,8463,525,66,596.6168293348651,8025.52624298464,0.062034739454094295,0.12571428571428572,13.451726214179798,9.039648929316138
Display,Campaign_1,9962,881,13,4768.340964358225,7068.584092133791,0.08843605701666332,0.014755959137343927,1.4823990450702087,366.7954587967866
Email,Campaign_2,6103,995,69,2031.7885983610158,1447.7107842322675,0.16303457316074063,0.06934673366834171,0.7125302235675962,29.446211570449506
Search,Campaign_3,1075,213,112,2453.483627275889,7476.882776040019,0.19813953488372094,0.5258215962441315,3.047455745340199,21.906103814963295
Email,Campaign_4,2966,501,121,4105.639698337363,6172.767992241029,0.1689143627781524,0.24151696606786427,1.5034850707286318,33.93090659782945
Search,Campaign_0,4123,462,14,911.8831803791585,9264.573685204912,0.11205432937181664,0.030303030303030304,10.159825166807801,65.1345128842256
Email,Campaign_1,7644,780,10,1295.8366391025916,1842.0076395797942,0.10204081632653061,0.01282051282051282,1.4214813688671772,129.58366391025916
Display,Campaign_2,5090,593,176,1965.2537876467725,2576.518831378113,0.11650294695481336,0.29679595278246207,1.3110361865595384,11.16621470253848
Search,Campaign_3,4715,906,144,4295.2363944219105,6978.804032387574,0.192152704135737,0.15894039735099338,1.6247776353941146,29.828030516818824
